"Message",Normal,"          P/Invoke 'CallingConventionConverter_GetStubs' with [DllImport(ExactSpelling=true)] resolved to '*!CallingConventionConverter_GetStubs'."
"Message",Normal,"          P/Invoke 'GetLastError' resolved to 'api-ms-win-core-errorhandling-l1-1-0.dll!GetLastError' from 'C:\Program Files (x86)\Windows Kits\10\lib\10.0.19041.0\um\x86\WindowsApp.lib'."
"Message",Normal,"          P/Invoke 'RoInitialize' resolved to 'api-ms-win-core-winrt-l1-1-0.dll!RoInitialize' from 'C:\Program Files (x86)\Windows Kits\10\lib\10.0.19041.0\um\x86\WindowsApp.lib'."
"Message",Normal,"          P/Invoke 'IsValidLocaleName' resolved to 'api-ms-win-core-localization-l1-2-0.dll!IsValidLocaleName' from 'C:\Program Files (x86)\Windows Kits\10\lib\10.0.19041.0\um\x86\WindowsApp.lib'."
"Message",Normal,"          P/Invoke 'ResolveLocaleName' resolved to 'api-ms-win-core-localization-l1-2-0.dll!ResolveLocaleName' from 'C:\Program Files (x86)\Windows Kits\10\lib\10.0.19041.0\um\x86\WindowsApp.lib'."
"Message",Normal,"          P/Invoke 'GetCPInfoExW' resolved to 'api-ms-win-core-localization-l1-2-0.dll!GetCPInfoExW' from 'C:\Program Files (x86)\Windows Kits\10\lib\10.0.19041.0\um\x86\WindowsApp.lib'."
"Message",Normal,"          P/Invoke 'CoCreateInstance' resolved to 'api-ms-win-core-com-l1-1-0.dll!CoCreateInstance' from 'C:\Program Files (x86)\Windows Kits\10\lib\10.0.19041.0\um\x86\WindowsApp.lib'."
"Message",Normal,"          P/Invoke '#6' resolved to 'oleaut32.dll!#6' from 'C:\Program Files (x86)\Windows Kits\10\lib\10.0.19041.0\um\x86\WindowsApp.lib'."
"Message",Normal,"          P/Invoke 'RtlIpv6AddressToStringExW' resolved to 'ntdll.dll!RtlIpv6AddressToStringExW' from 'C:\Program Files (x86)\Windows Kits\10\lib\10.0.19041.0\um\x86\WindowsApp.lib'."
"Message",Normal,"          P/Invoke 'RtlIpv4AddressToStringExW' resolved to 'ntdll.dll!RtlIpv4AddressToStringExW' from 'C:\Program Files (x86)\Windows Kits\10\lib\10.0.19041.0\um\x86\WindowsApp.lib'."
"Message",Normal,"          P/Invoke 'RoGetBufferMarshaler' resolved to 'api-ms-win-core-winrt-robuffer-l1-1-0.dll!RoGetBufferMarshaler' from 'C:\Program Files (x86)\Windows Kits\10\lib\10.0.19041.0\um\x86\WindowsApp.lib'."
"Message",Normal,"          P/Invoke 'FormatMessageW' resolved to 'api-ms-win-core-localization-l1-2-0.dll!FormatMessageW' from 'C:\Program Files (x86)\Windows Kits\10\lib\10.0.19041.0\um\x86\WindowsApp.lib'."
"Message",High,"  Generating code..."
"Message",High,"  Interop code generated."
"Message",Normal,"  Written code to AssemblyInfo.g.cs"
"Message",Normal,"  Written code to Adapters.g.cs"
"Message",Normal,"  Written code to Data.g.cs"
"Message",Normal,"  Written code to Helpers.g.cs"
"Message",Normal,"  Written code to ImplTypes.g.cs"
"Message",Normal,"  Written code to PInvoke.g.cs"
"Message",Normal,"  Written code to SafeTypes.g.cs"
"Message",Normal,"  Written code to SharedStubs.g.cs"
"Message",Normal,"Running 'GenerateCodeAndCompile' transform, heap at 208 MB."
"Message",High,"Generating serialization code"
"Message",High,"Compiling interop code"
"Message",Normal,"Compiling generated source code: C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\microsoft.net.native.compiler\1.7.6\tools\x86\ilc\csc\csc.exe /noconfig @""C:\Users\Xiefn Yu\source\repos\FluentAI\Project FluentAI\obj\x86\Release\ilc\intermediate\Project FluentAI.McgInterop.rsp"""
"Message",High,"Generating System.Reflection.DispatchProxy proxy code."
"Message",Normal,"Running 'DumpNativeResources' transform, heap at 179 MB."
"Message",Normal,"Running 'ReducedCopyInitialize' transform, heap at 179 MB."
"Message",Normal,"Running 'ReducedCopyEmptyTypes' transform, heap at 205 MB."
"Message",Normal,"Running 'ReducedCopyPopulateTypes' transform, heap at 209 MB."
"Message",Normal,"Running 'ReducedCopyLateMetadata' transform, heap at 205 MB."
"Message",Normal,"Running 'ReducedCopyMethodBodies' transform, heap at 224 MB."
"Message",Normal,"Running 'ReducedCopyComplete' transform, heap at 221 MB."
"Message",Normal,"Running 'ReducedCopyCleanup' transform, heap at 244 MB."
"Message",Normal,"Running 'DeveloperExperienceModeOnlyCodeRemover' transform, heap at 244 MB."
"Message",Normal,"Running 'ComImportDetector' transform, heap at 252 MB."
"Message",Normal,"Running 'McgAccessor' transform, heap at 252 MB."
"Message",Normal,"Running 'McgRedirect' transform, heap at 253 MB."
"Message",Normal,"Running 'McgRedirect' transform, heap at 257 MB."
"Message",Normal,"Running 'McgTypeOf' transform, heap at 258 MB."
"Message",Normal,"Running 'ExceptionMiniaturizer' transform, heap at 233 MB."
"Message",Normal,"Running 'EventSource' transform, heap at 244 MB."
"Message",Normal,"Running 'ValueType' transform, heap at 244 MB."
"Message",Normal,"Running 'Attribute' transform, heap at 244 MB."
"Message",Normal,"Running 'GetType' transform, heap at 245 MB."
"Message",Normal,"Running 'McgFixups' transform, heap at 245 MB."
"Message",Normal,"Running 'ResourceManagerCtor' transform, heap at 246 MB."
"Message",Normal,"Running 'TypeofTypeHandle' transform, heap at 246 MB."
"Message",Normal,"Running 'DispatchProxyIntrinsics' transform, heap at 250 MB."
"Message",Normal,"Running 'StaticInitData' transform, heap at 250 MB."
"Message",Normal,"Running 'StartupCodeInjector' transform, heap at 260 MB."
"Message",Normal,"Running 'InjectAppContextSwitches' transform, heap at 261 MB."
"Message",Normal,"Running 'ImplementLibraryDynamicInvokeHelpers' transform, heap at 261 MB."
"Message",Normal,"Running 'Delegate' transform, heap at 261 MB."
"Message",Normal,"Running 'DelegateCtorCall' transform, heap at 268 MB."
"Message",Normal,"Running 'LazyGenerics' transform, heap at 269 MB."
"Message",Normal,"Running 'AddReflectionBlockedAttributes' transform, heap at 252 MB."
"Message",Normal,"Running 'DisableOptimization' transform, heap at 252 MB."
"Message",Normal,"Running 'CreateMetadata' transform, heap at 252 MB."
"Message",Normal,"Running 'SaveRVAStatics' transform, heap at 291 MB."
"Message",Normal,"Running 'ReflectionInvoke' transform, heap at 293 MB."
"Message",Normal,"Running 'ScrubOpenCalls' transform, heap at 295 MB."
"Message",Normal,"Running 'ConvertCatchIntoFilter' transform, heap at 295 MB."
"Message",Normal,"Running 'ReflectionMappingInfoEmit' transform, heap at 295 MB."
"Message",Normal,"Running 'ConvertManagedWinMD' transform, heap at 298 MB."
"Message",Normal,"Running 'Reducer' transform, heap at 298 MB."
"Message",High,"Cleaning up unreferenced code"
"Message",Normal,"Running 'WriteAssemblies' transform, heap at 333 MB."
"Message",Normal,""
"Message",Normal,"Transform summary"
"Message",Normal,"    ms | heap delta | name"
"Message",Normal," 13453 |        116 | Analysis"
"Message",Normal,"  7156 |        -29 | GenerateCodeAndCompile"
"Message",Normal,"  2864 |       -218 | WriteAssemblies"
"Message",Normal,"  2117 |         35 | Reducer"
"Message",Normal,"  1519 |         20 | Mcg"
"Message",Normal,"  1402 |         26 | ReducedCopyInitialize"
"Message",Normal,"   547 |         39 | CreateMetadata"
"Message",Normal,"   516 |         -3 | ReducedCopyMethodBodies"
"Message",Normal,"   429 |         23 | ReducedCopyComplete"
"Message",Normal,"   278 |         -4 | ReducedCopyPopulateTypes"
"Message",Normal,"   278 |        -25 | McgTypeOf"
"Message",Normal,"   235 |        -17 | LazyGenerics"
"Message",Normal,"   174 |          4 | McgRedirect"
"Message",Normal,"   168 |         19 | ReducedCopyLateMetadata"
"Message",Normal,"   101 |         10 | StaticInitData"
"Message",Normal,"    76 |          1 | McgRedirect"
"Message",Normal,"    60 |         11 | ExceptionMiniaturizer"
"Message",Normal,"    60 |          4 | TypeofTypeHandle"
"Message",Normal,"    57 |          4 | ReducedCopyEmptyTypes"
"Message",Normal,"    38 |          1 | DelegateCtorCall"
"Message",Normal,"    29 |          7 | Delegate"
"Message",Normal,"    27 |          2 | SaveRVAStatics"
"Message",Normal,"    15 |          0 | GetType"
"Message",Normal,"    14 |          8 | DeveloperExperienceModeOnlyCodeRemover"
"Message",Normal,"    13 |          1 | McgAccessor"
"Message",Normal,"    13 |          0 | DispatchProxyIntrinsics"
"Message",Normal,"    11 |          0 | ReducedCopyCleanup"
"Message",Normal,"    10 |          2 | ReflectionInvoke"
"Message",Normal,"    10 |          0 | ScrubOpenCalls"
"Message",Normal,"    10 |          1 | McgFixups"
"Message",Normal,"     7 |          3 | ReflectionMappingInfoEmit"
"Message",Normal,"     5 |          0 | ConvertCatchIntoFilter"
"Message",Normal,"     5 |          0 | DumpNativeResources"
"Message",Normal,"     4 |          1 | StartupCodeInjector"
"Message",Normal,"     3 |          0 | ValueType"
"Message",Normal,"     3 |          1 | Attribute"
"Message",Normal,"     3 |          0 | EventSource"
"Message",Normal,"     1 |          0 | ResourceManagerCtor"
"Message",Normal,"     1 |          0 | InjectAppContextSwitches"
"Message",Normal,"     0 |          0 | ComImportDetector"
"Message",Normal,"     0 |          0 | ImplementLibraryDynamicInvokeHelpers"
"Message",Normal,"     0 |          0 | ConvertManagedWinMD"
"Message",Normal,"     0 |          0 | DisableOptimization"
"Message",Normal,"     0 |          0 | AddReflectionBlockedAttributes"
"Message",Low,"Done executing task ""RunILTransforms""."
"Message",Low,"Done building target ""RunILTransforms"" in file ""ILTransforms""."
"Message",Low,"Done building project ""ILTransforms""."
"Message",Low,""
"Message",Low,""
"Message",Low,"Done building target ""GenerateMDIL"" in file ""Nutc""."
"Message",Low,""
"Message",High,"Generating native code"
"Message",Low,"Done building target ""MDILPrepareMultiFile"" in file ""Nutc""."
"Message",Low,""
"Message",Low,"Done building target ""SetBinaryForReferences"" in file ""Nutc""."
"Message",Low,""
"Message",Low,"Task ""GenerateMDILGlobalAnalysis"""
"Message",Normal,"Launching 'C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\microsoft.net.native.compiler\1.7.6\tools\x86\ilc\Tools\nutc_driver.exe @""C:\Users\Xiefn Yu\source\repos\FluentAI\Project FluentAI\obj\x86\Release\ilc\intermediate\MDIL\Project FluentAI.rsp""'"
"Message",Low,"Microsoft (R) MDIL Compiler - Version 1.7.27420.00"
"Message",Low,"Copyright (c) Microsoft Corporation.  All rights reserved."
"Message",Low,"Scanning input types"
"Message",Low,"Scanning 10564 methods."
"Message",Low,"Scanning 3849 methods."
"Message",Low,"Scanning 2220 methods."
"Message",Low,"Scanning 1362 methods."
"Message",Low,"Scanning 2930 methods."
"Message",Low,"Scanning 1722 methods."
"Message",Low,"Scanning 838 methods."
"Message",Low,"Scanning 728 methods."
"Message",Low,"Scanning 939 methods."
"Message",Low,"Scanning 984 methods."
"Message",Low,"Scanning 785 methods."
"Message",Low,"Scanning 514 methods."
"Message",Low,"Scanning 408 methods."
"Message",Low,"Scanning 204 methods."
"Message",Low,"Scanning 101 methods."
"Message",Low,"Scanning 55 methods."
"Message",Low,"Scanning 59 methods."
"Message",Low,"Scanning 25 methods."
"Message",Low,"Scanning 15 methods."
"Message",Low,"Scanning 6 methods."
"Message",Low,"Scanning 1 methods."
"Message",Low,"Scanning 1 methods."
"Message",Low,"Eager code generation"
"Message",Low,"Compiling 28310 methods."
"Message",Low,"Deferred code generation"
"Message",Low,"Compiling 4 methods."
"Message",Low,"Compiling 30 methods."
"Message",Low,"Successfully generated 'C:\Users\Xiefn Yu\source\repos\FluentAI\Project FluentAI\obj\x86\Release\ilc\intermediate\MDIL\Project FluentAI.mdilexe'"
"Message",Low,"Successfully generated 'C:\Users\Xiefn Yu\source\repos\FluentAI\Project FluentAI\obj\x86\Release\ilc\intermediate\MDIL\Project FluentAI.mdilpdb'"
"Message",Normal,"'C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\microsoft.net.native.compiler\1.7.6\tools\x86\ilc\Tools\nutc_driver.exe @""C:\Users\Xiefn Yu\source\repos\FluentAI\Project FluentAI\obj\x86\Release\ilc\intermediate\MDIL\Project FluentAI.rsp""' completed."
"Message",Normal,"Process execution statistics (all times in milliseconds)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"launch  |  start   |   stop   |   end    | duration | lifetime | [slot] name"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |       16 |    70344 |    70344 |    70328 |    70344 | [0] Nutc GlobalAnalysis"
"Message",Normal,"Number of commands:      1"
"Message",Normal,"Total system time:       70344 ms"
"Message",Normal,"System time per command: 70344 ms"
"Message",Normal,"Total duration:          70328 ms"
"Message",Normal,"Total lifetime:          70344 ms"
"Message",Normal,"Requested DOP:           12"
"Message",Normal,"Duration DOP:            1.0"
"Message",Normal,"Lifetime DOP:            1.0"
"Message",Low,"Done executing task ""GenerateMDILGlobalAnalysis""."
"Message",Low,"Done building target ""GenerateMDILGlobalAnalysis"" in file ""Nutc""."
"Message",Low,""
"Message",Low,"Task ""rc"""
"Message",Normal,"Launching 'C:\Program Files (x86)\Windows Kits\10\bin\10.0.19041.0\x64\rc.exe /c ""65001"" /r /fo ""C:\Users\Xiefn Yu\source\repos\FluentAI\Project FluentAI\obj\x86\Release\ilc\intermediate\BuildInfo\BuildInfo.res"" ""C:\Users\Xiefn Yu\source\repos\FluentAI\Project FluentAI\obj\x86\Release\ilc\intermediate\BuildInfo\BuildInfo.rc""'"
"Message",Low,"Microsoft (R) Windows (R) Resource Compiler Version 10.0.10011.16384"
"Message",Low,"Copyright (C) Microsoft Corporation.  All rights reserved."
"Message",Normal,"'C:\Program Files (x86)\Windows Kits\10\bin\10.0.19041.0\x64\rc.exe /c ""65001"" /r /fo ""C:\Users\Xiefn Yu\source\repos\FluentAI\Project FluentAI\obj\x86\Release\ilc\intermediate\BuildInfo\BuildInfo.res"" ""C:\Users\Xiefn Yu\source\repos\FluentAI\Project FluentAI\obj\x86\Release\ilc\intermediate\BuildInfo\BuildInfo.rc""' completed."
"Message",Normal,"Process execution statistics (all times in milliseconds)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"launch  |  start   |   stop   |   end    | duration | lifetime | [slot] name"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |       16 |       78 |       78 |       62 |       78 | [0] rc"
"Message",Normal,"Number of commands:      1"
"Message",Normal,"Total system time:       78 ms"
"Message",Normal,"System time per command: 78 ms"
"Message",Normal,"Total duration:          62 ms"
"Message",Normal,"Total lifetime:          78 ms"
"Message",Normal,"Requested DOP:           12"
"Message",Normal,"Duration DOP:            0.8"
"Message",Normal,"Lifetime DOP:            1.0"
"Message",Low,"Done executing task ""rc""."
"Message",Low,"Task ""ResourceBinaryConcatenate"""
"Message",Normal,"Concatenating into 'C:\Users\Xiefn Yu\source\repos\FluentAI\Project FluentAI\obj\x86\Release\ilc\intermediate\Native.res' with alignment '4'."
"Message",Normal," Added 'C:\Users\Xiefn Yu\source\repos\FluentAI\Project FluentAI\obj\x86\Release\ilc\intermediate\ILTransformed\Project FluentAI.res' at offset 0."
"Message",Normal," Added 'C:\Users\Xiefn Yu\source\repos\FluentAI\Project FluentAI\obj\x86\Release\ilc\intermediate\BuildInfo\BuildInfo.res' at offset 1448."
"Message",Low,"Done executing task ""ResourceBinaryConcatenate""."
"Message",Low,"Done building target ""GenerateBuildInfo"" in file ""Nutc""."
"Message",Low,"Done building project ""Nutc""."
"Message",Low,""
"Message",Low,""
"Message",Low,"Done building target ""MDILBindPrepare"" in file ""Binder""."
"Message",Low,""
"Message",High,"Generating fixups for native code"
"Message",Low,"Task ""MDILBind"""
"Message",Normal,"Launching 'C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\microsoft.net.native.compiler\1.7.6\tools\x86\ilc\Tools\rhbind.exe @""C:\Users\Xiefn Yu\source\repos\FluentAI\Project FluentAI\obj\x86\Release\ilc\intermediate\rhbindargs.Project FluentAI.rsp""'"
"Message",Low,"OS VERSION: major: 6  minor: 2"
"Message",Low,"MDIL: C:\Users\Xiefn Yu\source\repos\FluentAI\Project FluentAI\obj\x86\Release\ilc\intermediate\MDIL\Project FluentAI.mdilexe"
"Message",Low,"MDILPDB: C:\Users\Xiefn Yu\source\repos\FluentAI\Project FluentAI\obj\x86\Release\ilc\intermediate\MDIL\Project FluentAI.mdilpdb"
"Message",Low,"IL: C:\Users\Xiefn Yu\source\repos\FluentAI\Project FluentAI\obj\x86\Release\ilc\intermediate\MDIL\Project FluentAI.ilexe"
"Message",Low,"NI: C:\Users\Xiefn Yu\source\repos\FluentAI\Project FluentAI\obj\x86\Release\ilc\intermediate\Native\Project FluentAI.dll"
"Message",Low,"SHIM: C:\Users\Xiefn Yu\source\repos\FluentAI\Project FluentAI\obj\x86\Release\ilc\intermediate\Native\Project FluentAI.exe"
"Message",Low,"REDHAWK_RUNTIME_DLL_NAME_A=mrt100_app.dll"
"Message",Low,"pdb: C:\Users\Xiefn Yu\source\repos\FluentAI\Project FluentAI\obj\x86\Release\ilc\intermediate\Native\Project FluentAI.pdb"
"Message",Low,"Produced C:\Users\Xiefn Yu\source\repos\FluentAI\Project FluentAI\obj\x86\Release\ilc\intermediate\Native\Project FluentAI.dll in 2.018 seconds"
"Message",Normal,"'C:\Program Files (x86)\Microsoft SDKs\UWPNuGetPackages\microsoft.net.native.compiler\1.7.6\tools\x86\ilc\Tools\rhbind.exe @""C:\Users\Xiefn Yu\source\repos\FluentAI\Project FluentAI\obj\x86\Release\ilc\intermediate\rhbindargs.Project FluentAI.rsp""' completed."
"Message",Normal,"Process execution statistics (all times in milliseconds)"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"launch  |  start   |   stop   |   end    | duration | lifetime | [slot] name"
"Message",Normal,"-----------------------------------------------------------------------------"
"Message",Normal,"       0 |       15 |     2109 |     2109 |     2094 |     2109 | [0] rhbind Project FluentAI"
"Message",Normal,"Number of commands:      1"
"Message",Normal,"Total system time:       2109 ms"
"Message",Normal,"System time per command: 2109 ms"
"Message",Normal,"Total duration:          2094 ms"
"Message",Normal,"Total lifetime:          2109 ms"
"Message",Normal,"Requested DOP:           12"
"Message",Normal,"Duration DOP:            1.0"
"Message",Normal,"Lifetime DOP:            1.0"
"Message",Low,"Done executing task ""MDILBind""."
"Message",Low,"Done building target ""MDILBind"" in file ""Binder""."
"Message",Low,"Done building project ""Binder""."
"Message",Low,""
"Message",Low,""
"Message",Low,"Done building target ""CopyNativeExecutablesToOutput"" in file ""Deployment""."
"Message",Low,""
"Message",Low,"Task ""TransformAppxManifest"""
"Message",Low,"Done executing task ""TransformAppxManifest""."
"Message",Low,"Done building target ""TransformAppxManifestAndAddCrt"" in file ""Deployment""."
"Message",Low,""
"Message",Low,"Done building target ""CopyPackageResourceFileInRetailBuild"" in file ""Deployment""."
"Message",Low,"Done building project ""Deployment""."
"Message",Low,"Compilation finished"
